system:index,CN,X,datetime,map,timestamp,tmean,.geo
0_000000000000000005ff,1.45494E13,47933,2020-12-31 00:00:00,487.7080268859863,1609372800000,8.401667594909668,"{""type"":""Point"",""coordinates"":[-112.95313205675328,40.59617770539453]}"
0_00000000000000000600,1.45494E13,47934,2020-12-31 00:00:00,405.6870231628418,1609372800000,9.855834007263184,"{""type"":""Point"",""coordinates"":[-112.65448822279978,40.59856332445812]}"
0_0000000000000000068f,1.45495E13,48835,2020-12-31 00:00:00,360.2380180358887,1609372800000,9.908333778381348,"{""type"":""Point"",""coordinates"":[-112.47999468037635,40.41429097342447]}"
0_00000000000000000626,1.45496E13,48125,2020-12-31 00:00:00,411.4170169830322,1609372800000,9.02500057220459,"{""type"":""Point"",""coordinates"":[-112.64189572142486,39.96561622542675]}"
0_00000000000000000627,1.45496E13,48126,2020-12-31 00:00:00,540.141019821167,1609372800000,7.333416938781738,"{""type"":""Point"",""coordinates"":[-112.35294597316155,39.96485817824766]}"
0_00000000000000000628,1.45496E13,48130,2020-12-31 00:00:00,366.42801094055176,1609372800000,8.191667556762695,"{""type"":""Point"",""coordinates"":[-112.4103167673152,40.01615121766545]}"
0_00000000000000000668,1.45497E13,48651,2020-12-31 00:00:00,241.41801071166992,1609372800000,9.261667251586914,"{""type"":""Point"",""coordinates"":[-109.23308241190551,40.232056431572246]}"
0_00000000000000000669,1.45497E13,48654,2020-12-31 00:00:00,267.529013633728,1609372800000,9.18166732788086,"{""type"":""Point"",""coordinates"":[-109.06043047821716,40.18530275702687]}"
0_0000000000000000058e,1.45498E13,46961,2020-12-31 00:00:00,451.77002143859863,1609372800000,7.828333854675293,"{""type"":""Point"",""coordinates"":[-109.13341258515888,39.69220198523366]}"
0_0000000000000000058f,1.45498E13,46963,2020-12-31 00:00:00,333.8340148925781,1609372800000,8.495833396911621,"{""type"":""Point"",""coordinates"":[-109.61495090792052,39.55615035299197]}"
0_00000000000000000590,1.45498E13,46964,2020-12-31 00:00:00,374.48401832580566,1609372800000,8.445834159851074,"{""type"":""Point"",""coordinates"":[-109.25062897455084,39.55918700080937]}"
0_00000000000000000591,1.45498E13,46965,2020-12-31 00:00:00,400.0880126953125,1609372800000,8.187417030334473,"{""type"":""Point"",""coordinates"":[-109.43004090543623,39.51208997548287]}"
